y, y_hat, random
0, 0.00000, 0.01229
0, 0.00002, 0.67265
0, 0.00000, 0.93238
0, 0.00013, 0.54809
1, 1.00000, 0.59341
0, 0.00032, 0.60880
0, 0.00014, 0.49786
0, 0.00068, 0.32827
0, 0.00019, 0.98893
0, 0.00482, 0.68169
0, 0.00000, 0.93874
1, 0.94947, 0.35786
0, 0.00025, 0.72833
0, 0.00011, 0.97445
0, 0.00000, 0.94291
1, 0.99331, 0.73816
0, 0.00009, 0.15764
0, 0.00060, 0.38256
0, 0.00012, 0.17872
1, 0.99879, 0.62775
0, 0.75320, 0.41422
1, 0.91646, 0.10697
0, 0.00801, 0.54652
1, 0.61676, 0.87846
0, 0.00000, 0.95332
0, 0.00012, 0.66156
0, 0.00015, 0.73155
1, 0.98670, 0.15450
1, 0.02581, 0.08660
0, 0.00052, 0.94834
1, 0.99033, 0.09087
0, 0.00000, 0.28972
0, 0.00035, 0.02080
0, 0.00018, 0.66584
0, 0.00008, 0.73759
0, 0.00079, 0.91809
0, 0.00027, 0.48403
0, 0.00063, 0.36731
0, 0.00408, 0.79166
0, 0.00104, 0.09276
0, 0.00027, 0.96532
0, 0.00010, 0.89632
0, 0.00036, 0.50984
0, 0.00018, 0.67409
0, 0.00150, 0.55714
0, 0.02136, 0.58338
0, 0.00023, 0.97451
0, 0.00001, 0.51646
0, 0.00107, 0.71349
0, 0.00176, 0.71046
1, 0.96084, 0.89510
1, 0.98812, 0.82616
0, 0.00005, 0.68176
1, 0.95359, 0.15646
0, 0.00015, 0.08776
0, 0.00096, 0.69288
1, 0.94606, 0.50859
0, 0.00082, 0.43818
1, 0.98979, 0.44735
0, 0.00032, 0.29346
0, 0.00056, 0.54718
0, 0.00193, 0.62025
1, 1.00000, 0.93500
0, 0.00010, 0.31572
0, 0.00014, 0.20178
0, 0.00119, 0.94090
0, 0.00021, 0.19901
1, 0.99993, 0.86295
0, 0.00216, 0.53325
0, 0.00095, 0.11013
0, 0.00126, 0.30171
0, 0.00151, 0.63853
0, 0.00021, 0.97305
0, 0.00008, 0.26971
0, 0.00031, 0.79639
0, 0.00000, 0.66048
1, 0.82238, 0.24138
0, 0.00006, 0.21575
0, 0.00019, 0.43202
0, 0.00013, 0.21637
0, 0.00025, 0.91568
0, 0.00019, 0.75128
0, 0.00012, 0.96308
0, 0.00012, 0.19977
0, 0.00023, 0.46019
0, 0.11384, 0.12506
0, 0.00044, 0.60373
0, 0.00032, 0.56566
0, 0.00001, 0.48628
0, 0.00042, 0.43395
1, 0.98877, 0.53093
0, 0.01229, 0.38041
0, 0.00372, 0.95644
0, 0.00001, 0.35307
0, 0.00000, 0.31439
0, 0.00000, 0.67091
0, 0.00026, 0.54327
1, 0.99655, 0.58590
0, 0.00025, 0.74363
0, 0.00007, 0.33120
0, 0.00072, 0.73505
0, 0.00005, 0.14865
0, 0.00031, 0.05631
0, 0.00093, 0.42888
0, 0.00140, 0.72556
0, 0.00028, 0.67427
0, 0.00019, 0.92175
0, 0.00051, 0.82126
0, 0.00025, 0.96265
0, 0.00001, 0.82158
0, 0.00020, 0.05867
0, 0.00022, 0.26143
0, 0.00002, 0.70602
0, 0.00002, 0.60763
0, 0.00001, 0.75326
0, 0.00005, 0.40260
0, 0.00000, 0.78840
0, 0.00001, 0.70770
0, 0.04755, 0.67132
0, 0.00039, 0.29323
0, 0.00083, 0.14774
0, 0.00080, 0.77698
1, 0.93952, 0.85358
0, 0.00000, 0.37433
0, 0.00004, 0.13264
0, 0.00113, 0.74903
0, 0.00036, 0.61456
0, 0.00034, 0.46065
0, 0.00008, 0.44544
1, 0.96763, 0.78350
0, 0.00028, 0.46437
0, 0.00001, 0.46607
0, 0.00396, 0.17791
0, 0.00009, 0.79354
0, 0.00004, 0.11462
0, 0.00001, 0.14314
0, 0.00028, 0.71568
0, 0.00002, 0.88234
0, 0.00021, 0.61512
0, 0.00052, 0.09763
0, 0.00011, 0.00220
0, 0.00000, 0.49255
0, 0.00096, 0.93725
0, 0.00003, 0.69187
0, 0.00065, 0.99291
0, 0.01015, 0.74711
0, 0.00019, 0.13078
0, 0.00000, 0.46591
1, 0.99993, 0.91910
0, 0.00075, 0.51418
0, 0.00035, 0.61252
0, 0.00009, 0.81820
0, 0.00001, 0.02973
0, 0.00130, 0.00095
0, 0.00016, 0.91600
0, 0.00000, 0.45805
0, 0.00043, 0.89504
0, 0.13253, 0.63498
1, 0.94768, 0.77786
1, 0.99967, 0.84296
0, 0.00000, 0.85711
0, 0.00011, 0.52078
0, 0.00121, 0.96019
0, 0.00122, 0.65920
0, 0.00024, 0.82094
0, 0.00054, 0.33784
0, 0.00019, 0.08417
0, 0.00049, 0.57973
0, 0.00460, 0.02161
0, 0.00244, 0.44956
0, 0.00115, 0.03326
0, 0.00024, 0.22428
1, 0.99107, 0.64410
0, 0.00025, 0.20620
1, 0.88982, 0.19867
0, 0.00010, 0.56204
0, 0.00229, 0.93545
0, 0.00004, 0.35135
0, 0.01594, 0.51306
0, 0.00000, 0.02343
0, 0.00128, 0.90652
0, 0.00001, 0.22948
1, 0.67347, 0.08390
0, 0.00005, 0.88927
0, 0.00047, 0.45710
0, 0.00009, 0.73442
0, 0.00119, 0.77865
0, 0.80428, 0.44892
0, 0.00682, 0.43755
0, 0.00002, 0.19129
0, 0.00000, 0.02438
0, 0.00107, 0.76853
0, 0.00002, 0.56010
0, 0.00032, 0.72885
0, 0.00012, 0.40959
0, 0.00022, 0.97723
0, 0.00027, 0.54696
1, 0.96739, 0.95204
0, 0.00001, 0.19760
0, 0.00065, 0.62110
0, 0.00053, 0.14202
0, 0.00000, 0.41223
0, 0.00269, 0.56279
1, 0.99304, 0.00109
0, 0.00000, 0.63388
0, 0.00014, 0.84736
0, 0.01910, 0.69757
0, 0.00150, 0.07697
0, 0.00020, 0.59139
0, 0.00003, 0.10224
1, 0.85996, 0.43278
0, 0.00020, 0.09417
0, 0.00023, 0.49446
0, 0.00000, 0.89202
0, 0.00009, 0.12678
0, 0.00064, 0.87005
0, 0.00032, 0.37408
1, 0.97274, 0.25919
0, 0.00251, 0.91480
0, 0.00029, 0.42679
1, 0.98967, 0.71510
1, 0.99331, 0.67149
0, 0.00046, 0.10810
0, 0.00058, 0.14470
0, 0.00013, 0.55907
0, 0.00013, 0.35913
0, 0.00003, 0.47397
0, 0.00302, 0.12781
0, 0.00023, 0.82920
0, 0.83743, 0.06478
0, 0.00011, 0.57149
0, 0.00000, 0.74476
0, 0.00104, 0.46799
0, 0.00011, 0.40128
0, 0.00056, 0.58452
0, 0.03858, 0.65611
0, 0.00016, 0.63234
0, 0.00014, 0.52101
0, 0.00161, 0.97931
0, 0.00018, 0.52470
1, 0.47806, 0.10270
1, 0.98298, 0.34680
0, 0.00001, 0.61517
0, 0.00042, 0.66498
0, 0.00002, 0.97974
1, 0.94581, 0.95448
0, 0.00013, 0.62565
0, 0.00031, 0.82573
0, 0.00035, 0.50316
0, 0.07968, 0.07962
0, 0.00000, 0.88060
1, 0.99406, 0.42786
0, 0.00001, 0.89862
0, 0.00002, 0.46972
0, 0.00032, 0.24817
0, 0.00003, 0.87966
0, 0.00092, 0.84898
0, 0.00000, 0.09871
1, 0.99659, 0.84211
0, 0.00006, 0.27493
1, 0.82630, 0.40023
0, 0.00004, 0.87308
0, 0.00159, 0.13886
0, 0.00026, 0.09560
0, 0.00010, 0.71990
0, 0.00006, 0.00743
0, 0.00005, 0.52257
0, 0.00023, 0.37731
0, 0.91023, 0.87679
0, 0.00050, 0.90287
0, 0.00018, 0.52670
0, 0.00020, 0.06827
0, 0.98711, 0.23974
0, 0.00004, 0.82978
0, 0.00136, 0.39076
0, 0.00020, 0.12960
0, 0.00076, 0.19334
0, 0.00003, 0.12098
1, 0.33719, 0.35719
0, 0.00055, 0.64518
0, 0.00004, 0.64320
0, 0.00139, 0.65059
0, 0.00353, 0.23921
0, 0.00052, 0.52462
0, 0.00004, 0.26756
0, 0.00031, 0.25661
0, 0.27208, 0.44016
0, 0.00443, 0.15275
0, 0.00238, 0.01248
0, 0.00048, 0.62814
0, 0.00033, 0.48713
0, 0.00010, 0.44894
1, 0.79718, 0.82191
0, 0.00000, 0.71838
0, 0.00044, 0.70800
0, 0.00012, 0.30996
0, 0.00004, 0.16569
0, 0.00075, 0.44513
0, 0.00104, 0.99836
0, 0.00014, 0.79992
0, 0.00032, 0.67078
0, 0.00000, 0.49644
1, 0.99965, 0.28198
0, 0.00011, 0.60718
0, 0.00026, 0.06318
0, 0.00001, 0.69615
0, 0.00000, 0.60458
0, 0.00034, 0.85377
0, 0.00073, 0.67518
0, 0.00391, 0.84344
0, 0.00046, 0.95022
0, 0.00162, 0.19478
0, 0.00000, 0.18527
1, 0.55105, 0.92264
0, 0.00050, 0.03124
0, 0.00082, 0.72629
0, 0.00054, 0.01412
0, 0.00463, 0.65843
0, 0.00000, 0.97617
0, 0.00028, 0.51576
0, 0.00020, 0.20710
0, 0.04882, 0.15723
0, 0.13366, 0.92446
0, 0.00013, 0.94371
0, 0.00066, 0.35799
0, 0.00011, 0.64117
0, 0.00008, 0.12645
0, 0.00492, 0.02887
0, 0.00003, 0.72059
0, 0.00016, 0.63945
0, 0.00114, 0.42972
0, 0.86262, 0.69878
0, 0.00123, 0.97440
0, 0.00143, 0.79831
0, 0.00000, 0.40964
0, 0.00102, 0.33294
0, 0.00062, 0.69670
0, 0.00005, 0.45865
0, 0.00074, 0.54168
0, 0.00014, 0.09603
0, 0.00030, 0.22138
0, 0.00088, 0.25585
0, 0.00000, 0.95526
0, 0.00000, 0.60443
0, 0.00003, 0.01170
0, 0.00000, 0.58557
1, 0.98484, 0.54340
0, 0.00039, 0.51885
0, 0.01845, 0.07299
0, 0.00021, 0.80316
0, 0.00007, 0.88967
0, 0.00008, 0.95000
0, 0.00029, 0.05598
0, 0.00357, 0.82240
0, 0.00029, 0.82565
0, 0.00003, 0.33381
0, 0.00554, 0.53425
0, 0.00013, 0.26130
0, 0.00018, 0.50665
0, 0.00006, 0.23618
0, 0.00022, 0.22519
0, 0.00645, 0.42226
1, 0.88923, 0.89527
1, 0.99607, 0.73849
0, 0.00130, 0.44149
0, 0.00015, 0.02266
0, 0.00013, 0.63190
0, 0.00116, 0.23918
0, 0.00001, 0.57959
1, 0.89236, 0.95046
0, 0.00104, 0.34485
1, 0.87279, 0.96533
0, 0.00150, 0.68618
1, 0.99592, 0.56524
0, 0.00055, 0.35656
1, 0.99864, 0.98739
0, 0.00001, 0.12394
1, 0.19229, 0.92560
0, 0.00003, 0.15916
0, 0.00000, 0.39725
1, 0.86449, 0.60011
0, 0.00016, 0.65300
0, 0.00019, 0.91917
0, 0.00004, 0.42929
1, 0.98356, 0.67792
0, 0.00020, 0.99115
0, 0.00001, 0.38093
0, 0.00001, 0.23429
1, 0.99697, 0.53886
0, 0.00000, 0.91786
0, 0.00008, 0.05844
0, 0.00004, 0.13447
0, 0.00000, 0.16167
0, 0.00404, 0.57811
0, 0.00018, 0.06013
0, 0.00007, 0.89707
1, 0.92111, 0.93532
0, 0.00243, 0.51447
1, 0.66645, 0.06952
0, 0.00035, 0.91300
1, 0.91892, 0.34612
0, 0.00013, 0.27814
0, 0.00002, 0.59812
0, 0.00025, 0.32969
0, 0.00008, 0.14825
1, 0.92225, 0.78568
0, 0.00010, 0.77572
0, 0.00011, 0.79620
0, 0.00016, 0.12190
0, 0.00042, 0.82135
0, 0.00000, 0.22278
0, 0.00008, 0.67010
1, 0.99020, 0.30439
0, 0.00068, 0.45734
0, 0.00000, 0.89130
0, 0.00008, 0.20250
0, 0.00001, 0.80415
0, 0.00000, 0.16732
0, 0.00008, 0.42519
0, 0.00025, 0.79210
0, 0.00010, 0.84478
0, 0.00001, 0.84106
1, 0.99592, 0.21540
0, 0.00000, 0.92479
0, 0.00016, 0.47637
0, 0.00018, 0.73806
0, 0.00000, 0.71505
0, 0.00002, 0.24734
0, 0.00000, 0.91081
0, 0.00113, 0.41076
0, 0.00063, 0.07409
1, 0.98346, 0.16309
0, 0.00005, 0.44817
0, 0.00023, 0.26576
1, 0.83190, 0.63641
0, 0.00025, 0.51135
0, 0.00024, 0.33852
0, 0.02982, 0.28401
0, 0.00091, 0.59110
0, 0.00003, 0.71764
0, 0.00018, 0.84259
0, 0.00054, 0.93803
0, 0.00089, 0.34384
0, 0.00010, 0.43344
0, 0.00007, 0.64340
0, 0.52540, 0.19768
0, 0.00023, 0.27684
0, 0.00084, 0.81652
0, 0.00038, 0.88810
0, 0.00005, 0.66106
0, 0.00947, 0.53606
0, 0.00014, 0.83607
0, 0.00057, 0.63743
1, 0.99862, 0.62767
1, 0.99965, 0.19840
0, 0.00049, 0.49427
0, 0.00059, 0.91188
0, 0.72275, 0.38917
0, 0.00035, 0.97179
0, 0.00001, 0.11130
0, 0.00084, 0.36544
1, 0.99713, 0.45003
1, 0.84735, 0.64928
0, 0.00183, 0.34015
0, 0.00050, 0.82463
1, 0.84547, 0.57226
0, 0.00009, 0.85916
0, 0.00000, 0.60571
0, 0.00017, 0.58521
0, 0.00174, 0.51689
1, 0.99950, 0.43814
0, 0.00033, 0.65486
1, 0.96736, 0.94279
0, 0.00165, 0.20009
0, 0.00006, 0.54248
0, 0.00095, 0.42183
0, 0.00023, 0.66899
0, 0.00293, 0.46214
0, 0.00004, 0.97175
1, 0.89226, 0.31832
0, 0.00000, 0.80020
0, 0.00128, 0.57793
0, 0.00725, 0.67809
0, 0.00001, 0.62963
0, 0.00016, 0.21648
0, 0.00031, 0.23059
0, 0.00039, 0.51150
1, 0.93100, 0.63306
0, 0.00143, 0.49435
1, 0.98232, 0.29878
0, 0.00016, 0.55944
0, 0.00012, 0.92306
0, 0.00011, 0.29054
0, 0.00033, 0.14417
0, 0.00578, 0.75937
0, 0.00005, 0.63837
0, 0.00003, 0.80058
0, 0.00004, 0.74250
0, 0.00029, 0.44895
0, 0.00009, 0.87630
0, 0.00652, 0.62463
0, 0.00032, 0.10942
1, 0.98596, 0.01163
0, 0.00801, 0.87161
0, 0.00129, 0.03940
0, 0.00112, 0.51669
0, 0.00011, 0.51741
0, 0.00056, 0.92840
1, 0.99750, 0.72408
0, 0.00029, 0.96047
0, 0.00143, 0.41767
0, 0.00001, 0.91177
0, 0.00014, 0.77928
0, 0.00011, 0.72886
0, 0.00007, 0.98030
0, 0.00035, 0.94470
0, 0.00019, 0.43809
0, 0.00001, 0.91122
0, 0.00012, 0.04372
0, 0.00139, 0.80471
0, 0.00097, 0.82826
0, 0.01707, 0.17030
0, 0.00025, 0.49620
0, 0.00015, 0.87781
0, 0.00014, 0.99425
0, 0.00001, 0.05500
0, 0.00043, 0.91795
0, 0.00007, 0.36040
0, 0.00003, 0.95290
0, 0.00328, 0.97412
0, 0.00012, 0.88058
0, 0.00006, 0.08732
0, 0.00010, 0.52883
0, 0.00031, 0.14737
0, 0.00015, 0.49126
1, 1.00000, 0.72313
0, 0.00070, 0.09218
0, 0.00006, 0.82402
0, 0.00113, 0.67555
0, 0.00009, 0.00665
0, 0.00011, 0.20352
1, 0.97833, 0.56689
0, 0.00028, 0.37925
0, 0.00012, 0.58398
0, 0.00065, 0.79985
1, 0.97274, 0.90126
0, 0.00025, 0.90006
1, 0.99922, 0.48797
0, 0.01627, 0.45349
1, 0.84477, 0.92265
0, 0.00002, 0.27277
1, 0.99878, 0.86981
0, 0.01633, 0.86675
0, 0.00065, 0.21356
0, 0.00010, 0.68169
0, 0.00012, 0.74843
0, 0.00031, 0.45965
0, 0.00010, 0.86295
0, 0.00006, 0.97635
0, 0.00117, 0.39730
1, 0.13366, 0.00380
0, 0.00057, 0.65202
0, 0.00199, 0.38284
1, 0.93613, 0.91780
0, 0.00012, 0.67797
0, 0.00015, 0.37134
0, 0.00061, 0.81016
0, 0.00111, 0.15892
0, 0.00010, 0.36164
0, 0.00335, 0.16076
0, 0.00229, 0.66193
1, 0.99503, 0.35963
1, 0.98346, 0.46819
0, 0.00031, 0.39687
0, 0.00044, 0.98249
0, 0.00012, 0.83095
0, 0.00022, 0.95734
0, 0.00000, 0.44391
0, 0.00003, 0.16308
1, 0.81915, 0.62968
1, 0.99996, 0.20497
0, 0.00028, 0.38482
0, 0.00095, 0.84585
0, 0.01833, 0.97879
1, 0.83658, 0.24866
1, 0.98733, 0.97362
0, 0.00000, 0.14036
0, 0.00070, 0.00201
0, 0.00017, 0.46921
1, 0.87016, 0.04178
1, 0.92231, 0.39428
0, 0.00120, 0.52900
0, 0.00181, 0.82795
0, 0.00020, 0.90218
0, 0.00052, 0.25550
0, 0.00000, 0.90004
0, 0.00095, 0.77993
0, 0.15381, 0.53510
1, 0.98344, 0.11396
0, 0.00013, 0.07062
0, 0.00034, 0.07188
0, 0.00114, 0.89007
0, 0.00000, 0.23771
0, 0.00003, 0.45868
0, 0.00068, 0.63170
1, 0.96596, 0.52213
1, 1.00000, 0.62273
0, 0.00056, 0.71530
0, 0.00012, 0.78152
1, 0.00550, 0.17881
0, 0.00007, 0.37976
0, 0.00028, 0.92383
0, 0.00001, 0.41071
0, 0.00045, 0.79457
0, 0.00135, 0.73129
0, 0.00012, 0.18920
0, 0.00033, 0.93304
0, 0.00078, 0.99969
0, 0.00009, 0.08267
1, 0.99973, 0.30948
0, 0.00034, 0.12286
0, 0.00000, 0.48205
0, 0.00000, 0.79740
0, 0.00024, 0.26521
0, 0.00005, 0.41823
0, 0.00107, 0.75281
0, 0.00008, 0.44059
1, 0.99972, 0.25838
0, 0.02492, 0.40607
0, 0.00063, 0.78243
0, 0.00206, 0.37107
0, 0.00017, 0.41341
0, 0.00033, 0.03354
0, 0.00033, 0.97893
1, 0.91596, 0.96213
1, 0.99469, 0.19137
0, 0.00038, 0.18797
0, 0.00171, 0.95478
0, 0.00022, 0.01369
0, 0.00001, 0.97984
0, 0.00004, 0.06137
0, 0.00013, 0.78820
0, 0.00006, 0.40012
0, 0.00000, 0.11819
0, 0.00001, 0.51182
0, 0.00012, 0.72098
0, 0.01045, 0.40396
0, 0.00000, 0.78044
0, 0.00018, 0.29256
1, 0.97390, 0.87178
0, 0.00003, 0.85987
0, 0.00116, 0.60878
0, 0.00056, 0.40163
0, 0.00012, 0.21842
0, 0.00010, 0.46147
0, 0.00892, 0.87231
0, 0.00117, 0.44398
0, 0.00012, 0.07132
1, 0.97032, 0.08026
1, 0.93954, 0.16837
0, 0.00009, 0.40496
0, 0.00011, 0.85836
0, 0.00001, 0.19926
0, 0.00019, 0.84928
0, 0.00062, 0.00079
0, 0.00037, 0.46620
0, 0.00015, 0.31371
1, 0.99982, 0.81058
0, 0.00015, 0.02401
0, 0.00048, 0.71605
0, 0.86206, 0.89373
0, 0.00022, 0.11032
0, 0.00009, 0.27100
0, 0.00033, 0.00117
0, 0.00012, 0.09851
0, 0.00001, 0.91352
0, 0.00004, 0.83135
0, 0.00017, 0.94346
0, 0.00000, 0.35419
0, 0.00020, 0.36068
0, 0.00031, 0.43923
0, 0.00353, 0.92306
0, 0.00059, 0.67006
0, 0.14676, 0.34300
0, 0.00015, 0.28905
0, 0.00010, 0.16547
0, 0.00015, 0.29082
1, 0.00294, 0.40672
0, 0.00086, 0.39622
0, 0.00005, 0.84287
0, 0.00130, 0.17199
0, 0.00009, 0.10896
1, 0.26119, 0.90121
0, 0.00115, 0.43688
1, 0.88354, 0.41536
1, 0.99999, 0.90200
1, 0.92673, 0.83291
0, 0.00025, 0.04733
0, 0.00028, 0.97332
0, 0.00006, 0.69051
0, 0.00006, 0.04576
0, 0.00000, 0.69188
0, 0.00020, 0.82995
0, 0.00044, 0.48035
0, 0.00000, 0.16788
1, 0.99499, 0.31091
0, 0.00029, 0.48221
0, 0.00014, 0.70843
0, 0.00996, 0.52357
0, 0.00126, 0.59552
0, 0.00061, 0.76759
0, 0.00014, 0.27924
0, 0.00079, 0.96004
0, 0.00060, 0.83489
0, 0.00037, 0.15952
0, 0.00008, 0.92953
0, 0.00001, 0.61456
0, 0.00021, 0.54522
0, 0.00014, 0.87550
0, 0.00725, 0.51709
0, 0.00050, 0.82718
0, 0.00038, 0.54656
0, 0.00008, 0.49311
0, 0.00005, 0.60458
1, 0.99873, 0.19678
0, 0.00005, 0.86228
0, 0.00002, 0.97055
0, 0.00064, 0.66246
0, 0.00000, 0.53035
0, 0.00005, 0.51779
1, 0.97993, 0.93323
0, 0.00013, 0.80635
0, 0.00001, 0.02312
0, 0.00094, 0.76893
0, 0.00051, 0.68846
1, 0.99981, 0.51491
0, 0.00028, 0.97730
1, 0.99982, 0.38800
1, 0.76194, 0.34957
0, 0.00001, 0.69996
0, 0.00164, 0.41071
0, 0.00033, 0.42734
0, 0.00153, 0.15034
0, 0.00000, 0.52078
